_ID,TimeSt,Country,Province,City,Latitude,Longitude
4628413,2017-06-21T12:06:02.450Z,CA,AB,Edmonton,53.4501,-113.461
4700289,2017-06-21T12:11:31.283Z,CA,QC,Saint-Leonard,45.5866,-73.5973
4909071,2017-06-21T12:28:21.513Z,CA,AB,Red Deer,52.2651,-113.794
5307306,2017-06-21T12:55:35.713Z,CA,ON,Kingston,44.2647,-76.5504
4574143,2017-06-21T13:01:57.490Z,CA,ON,Sudbury,46.5213,-80.947
5495508,2017-06-21T13:12:50.050Z,CA,SK,Saskatoon,52.09942,-106.66672
4818271,2017-06-21T13:20:34.677Z,CA,ON,Kitchener,43.4134,-80.496
5042710,2017-06-21T13:36:56.613Z,CA,AB,Red Deer,52.3715,-113.784
5090248,2017-06-21T13:40:16.360Z,CA,AB,Calgary,50.9722,-114.062
5328580,2017-06-21T13:56:51.707Z,CA,ON,Mississauga,43.5738,-79.7193
5423553,2017-06-21T14:05:14.643Z,CA,AB,Edmonton,53.5129,-113.623
5463703,2017-06-21T14:10:05.637Z,CA,ON,Mississauga,43.5869,-79.7559
4686893,2017-06-21T14:10:29.370Z,CA,ON,Aurora,44.0065,-79.4504
5593993,2017-06-21T14:21:06.487Z,CA,ON,Kingston,44.25792,-76.55374
4903499,2017-06-21T14:27:56.190Z,CA,MB,Steinbach,49.5283,-96.6995
4965154,2017-06-21T14:31:54.763Z,CA,ON,Ottawa,45.41547,-75.67078
5175868,2017-06-21T14:45:58.533Z,CA,NB,Fredericton,45.9527,-66.6558
5329196,2017-06-21T14:57:00.520Z,CA,AB,Sherwood Park,53.5263,-113.287
4659792,2017-06-21T15:08:09.523Z,CA,AB,Calgary,51.0419,-114.2
4773830,2017-06-21T15:16:53.620Z,CA,AB,Edmonton,53.4567,-113.5801
4781633,2017-06-21T15:17:23.857Z,CA,AB,Edmonton,53.4579,-113.412
5593212,2017-06-21T15:21:06.880Z,CA,AB,Grande Prairie,55.156,-118.795
5029633,2017-06-21T15:35:58.130Z,CA,ON,Mississauga,43.5869,-79.7559
5221853,2017-06-21T15:49:32.990Z,CA,AB,Edmonton,53.5418,-113.52209
4601775,2017-06-21T16:04:18.030Z,CA,NL,Grand Falls-Windsor,48.9341,-55.6512
5591676,2017-06-21T16:21:06.563Z,CA,ON,Timmins,48.4773,-81.3364
4848049,2017-06-21T16:23:00.420Z,CA,AB,Calgary,51.0829,-114.095
5356034,2017-06-21T16:59:16.720Z,CA,ON,Kingston,44.2257,-76.4824
4715334,2017-06-21T17:12:45.333Z,CA,ON,Aurora,44.0065,-79.4504
4983197,2017-06-21T17:33:06.897Z,CA,ON,Burlington,43.3317,-79.8066
5119202,2017-06-21T17:42:13.503Z,CA,ON,Toronto,43.643,-79.3383
4597851,2017-06-21T18:03:54.707Z,CA,ON,Springbrook,43.67276,-79.81908
5513573,2017-06-21T19:14:36.340Z,CA,QC,Montréal,45.5294,-73.58
4918566,2017-06-21T19:29:13.890Z,CA,ON,Ottawa,45.4164,-75.679
4561518,2017-06-21T20:01:48.400Z,CA,ON,Thunder Bay,48.3738,-89.2779
4750549,2017-06-21T20:15:18.280Z,CA,ON,Ottawa,45.4236,-75.6272
4869239,2017-06-21T21:24:47.917Z,CA,AB,Edmonton,53.40441,-113.52367
5097624,2017-06-21T21:40:51.467Z,CA,AB,Banff,51.1766,-115.572
5386910,2017-06-21T22:01:38.080Z,CA,NS,Sydney,46.1328,-60.1897
5000160,2017-06-21T22:34:11.230Z,CA,AB,Red Deer,52.2651,-113.794
5015672,2017-06-21T22:34:49.383Z,CA,AB,Edmonton,53.53808,-113.58348
4692447,2017-06-21T00:10:54.077Z,CA,QC,Sainte Genevieve,45.48595,-73.86256
4807723,2017-06-21T00:19:37.373Z,CA,ON,Uxbridge,44.1073,-79.1309
5247473,2017-06-21T00:51:32.340Z,CA,AB,Calgary,51.1229,-114.189
4549328,2017-06-21T01:01:32.560Z,CA,ON,Sarnia,42.9711,-82.396
5462933,2017-06-21T01:10:00.333Z,CA,QC,Gatineau,45.4439,-75.742
5530133,2017-06-21T01:16:03.370Z,CA,AB,Edmonton,53.587,-113.441
4863148,2017-06-21T01:24:16.473Z,CA,AB,Calgary,51.08108,-114.06459
5370008,2017-06-21T02:00:05.197Z,CA,NS,Kentville,45.0834,-64.4988
4614412,2017-06-21T02:05:09.853Z,CA,ON,Kitchener,43.4453,-80.4905
4723757,2017-06-21T02:13:34.040Z,CA,AB,Edmonton,53.4501,-113.461
5587669,2017-06-21T02:20:35.157Z,CA,ON,Ottawa,45.3804,-75.7468
4916034,2017-06-21T02:29:03.160Z,CA,AB,Calgary,51.04995,-114.16651
5448283,2017-06-21T03:08:19.127Z,CA,ON,Toronto,43.7056,-79.4279
4823968,2017-06-21T03:20:57.720Z,CA,ON,Oshawa,43.94273,-78.89899
4597119,2017-06-21T04:03:52.407Z,CA,AB,Edmonton,53.4154,-113.4178
5496160,2017-06-21T04:12:51.013Z,CA,ON,Ottawa,45.3804,-75.7468
4825171,2017-06-21T04:21:03.917Z,CA,ON,Toronto,43.6587,-79.3836
4828278,2017-06-21T04:21:19.113Z,CA,ON,Oakville,43.4934,-79.7126
5494399,2017-06-21T05:12:46.010Z,CA,ON,Thornhill,43.8137,-79.4538
4916678,2017-06-21T05:29:02.970Z,CA,AB,Calgary,51.0571,-114.077
5044817,2017-06-21T05:37:03.420Z,CA,AB,Calgary,51.04576,-114.06742
5188319,2017-06-21T05:47:00.227Z,CA,AB,Calgary,51.0571,-114.077
4687144,2017-06-21T06:10:30.887Z,CA,AB,Calgary,51.0508,-114.074
4695967,2017-06-21T06:11:14.343Z,CA,AB,Edmonton,53.50737,-113.4745
4827601,2017-06-21T06:21:16.103Z,CA,AB,Edmonton,53.42923,-113.42367
4971113,2017-06-21T06:32:24.820Z,CA,ON,Scarborough,43.78187,-79.13641
5023749,2017-06-21T06:35:21.913Z,CA,AB,Edmonton,53.5129,-113.623
5086683,2017-06-21T06:39:57.207Z,CA,AB,Ardrossan,53.5271,-113.107
4525589,2017-06-21T07:00:20.893Z,CA,AB,Calgary,51.1414,-114.076
4698246,2017-06-21T07:11:29.390Z,CA,ON,Sudbury,46.4707,-80.9707
5250008,2017-06-21T07:51:46.367Z,CA,ON,Toronto,43.6641,-79.399
4583097,2017-06-21T08:02:37.877Z,CA,AB,Calgary,51.0433,-114.064
5539156,2017-06-21T08:17:01.660Z,CA,AB,Calgary,51.08205,-113.95841
5211809,2017-06-21T08:48:38.743Z,CA,AB,Sherwood Park,53.53153,-113.25294
5219067,2017-06-21T08:49:19.573Z,CA,AB,Edmonton,53.48174,-113.53947
5455685,2017-06-21T09:09:11.153Z,CA,AB,Calgary,51.1188,-113.9471
5568563,2017-06-21T09:19:05.260Z,CA,ON,Belleville,44.1713,-77.3688
4578931,2017-06-21T10:02:18.440Z,CA,AB,Edmonton,53.60156,-113.40854
4619986,2017-06-21T10:05:40.343Z,CA,AB,Calgary,51.13419,-114.23781
5199160,2017-06-21T10:47:57.013Z,CA,ON,Belleville,44.173,-77.3807
5206478,2017-06-21T10:48:19.097Z,CA,ON,North York,43.776,-79.339
5212912,2017-06-21T10:48:45.923Z,CA,ON,Waterloo,43.5039,-80.5718
5339718,2017-06-21T10:57:58.430Z,CA,AB,Red Deer,52.2316,-113.8358
4859042,2017-06-21T11:23:45.733Z,CA,ON,Etobicoke,43.6879,-79.557
4934899,2017-06-21T11:30:35.347Z,CA,ON,Mississauga,43.5982,-79.6344
5433095,2017-06-21T12:06:30.360Z,CA,ON,Toronto,43.7813,-79.3038
5490894,2017-06-21T12:12:18.730Z,CA,ON,Kitchener,43.4453,-80.4905
4955964,2017-06-21T12:31:28.267Z,CA,AB,Edmonton,53.5046,-113.453
4961526,2017-06-21T12:31:49.857Z,CA,AB,Calgary,51.0818,-113.959
5051319,2017-06-21T12:37:28.807Z,CA,MB,Winnipeg,49.9392,-97.0962
5331890,2017-06-21T12:57:09.567Z,CA,ON,North York,43.71847,-79.32658
5349604,2017-06-21T12:58:58.310Z,CA,AB,Crossfield,51.48368,-114.02486
5420214,2017-06-21T13:04:54.447Z,CA,AB,Calgary,51.0242,-114.1004
5460499,2017-06-21T13:09:45.113Z,CA,AB,Red Deer,52.2651,-113.794
5489506,2017-06-21T13:12:12.267Z,CA,SK,Saskatoon,52.13185,-106.7353
4880332,2017-06-21T13:25:50.353Z,CA,AB,Calgary,51.063,-113.889
4883760,2017-06-21T13:26:01.377Z,CA,ON,North York,43.7677,-79.4126
5035724,2017-06-21T13:36:25.167Z,CA,BC,Burnaby,49.2207,-122.955
5266540,2017-06-21T13:52:54.767Z,CA,ON,Thornhill,43.8395,-79.3831
4672719,2017-06-21T14:09:06.817Z,CA,QC,Charlesbourg,46.8528,-71.2573
4902476,2017-06-21T14:27:49.257Z,CA,AB,Edmonton,53.53301,-113.63279
5033745,2017-06-21T14:36:14.820Z,CA,AB,Red Deer,52.2468,-113.788
4607985,2017-06-21T15:04:40.843Z,CA,AB,Calgary,51.0494,-113.9564
5199020,2017-06-21T15:47:56.940Z,CA,ON,Mississauga,43.5769,-79.6283
5315020,2017-06-21T15:55:59.467Z,CA,AB,Calgary,51.063,-113.889
5334968,2017-06-21T15:57:30.840Z,CA,AB,Edmonton,53.5319,-113.561
4853604,2017-06-21T16:23:30.910Z,CA,ON,Mississauga,43.6403,-79.7042
4523593,2017-06-21T17:00:04.813Z,CA,ON,Cambridge,43.3677,-80.338
4905783,2017-06-21T17:28:06.517Z,CA,AB,Edmonton,53.47344,-113.39647
5011901,2017-06-21T17:34:41.920Z,CA,AB,Calgary,51.0571,-114.077
5293376,2017-06-21T17:54:49.027Z,CA,ON,North York,43.749,-79.3797
5370197,2017-06-21T18:00:07.213Z,CA,AB,Edmonton,53.55,-113.5
4629592,2017-06-21T18:06:06.667Z,CA,AB,Edmonton,53.42027,-113.44378
4630143,2017-06-21T18:06:11.173Z,CA,AB,Calgary,51.0378,-114.08
5570466,2017-06-21T18:19:09.300Z,CA,ON,Barrie,44.38601,-79.7229
4898563,2017-06-21T18:27:19.503Z,CA,ON,Oakville,43.4309,-79.7767
5063975,2017-06-21T18:38:14.883Z,CA,AB,Calgary,50.9083,-114.10029
5385258,2017-06-21T19:01:24.203Z,CA,AB,Edmonton,53.40441,-113.52367
5388633,2017-06-21T19:01:44.920Z,CA,AB,Calgary,50.9819,-114.1004
4648901,2017-06-21T19:07:26.390Z,CA,AB,Calgary,51.1581,-113.938
5507844,2017-06-21T19:13:46.377Z,CA,MB,Winnipeg,49.81847,-97.11126
5523892,2017-06-21T19:15:32.880Z,CA,AB,Red Deer,52.2627,-113.828
5529762,2017-06-21T19:16:03.307Z,CA,AB,Edmonton,53.4158,-113.575
5567381,2017-06-21T19:19:03.917Z,CA,ON,Kingston,44.2377,-76.5602
4837188,2017-06-21T19:22:03.067Z,CA,ON,Toronto,43.6682,-79.4209
4983018,2017-06-21T19:33:07.603Z,CA,QC,Montréal,45.529,-73.6113
5095593,2017-06-21T19:40:45.070Z,CA,AB,Edmonton,53.4955,-113.5807
5378484,2017-06-21T20:00:50.207Z,CA,ON,Etobicoke,43.6879,-79.557
5405089,2017-06-21T21:03:28.690Z,CA,QC,Pike River,45.1587,-73.1546
4709404,2017-06-21T21:12:18.890Z,CA,AB,Calgary,51.03882,-113.98531
5613452,2017-06-21T21:22:53.200Z,CA,ON,Burlington,43.3756,-79.8145
5189328,2017-06-21T21:47:03.167Z,CA,ON,Caledonia,43.071,-79.954
4800568,2017-06-21T22:18:55.393Z,CA,QC,Repentigny,45.766,-73.43331
5241270,2017-06-21T22:51:10.453Z,CA,AB,Calgary,51.03921,-113.97842
5256779,2017-06-21T22:52:19.180Z,CA,QC,Montréal,45.4934,-73.5837
5368841,2017-06-21T00:00:02.573Z,CA,ON,Nepean,45.2778,-75.7563
5525337,2017-06-21T00:15:38.340Z,CA,AB,Edmonton,53.5515,-113.492
4761856,2017-06-21T00:16:08.767Z,CA,AB,Red Deer,52.2895,-113.814
4786959,2017-06-21T00:17:41.010Z,CA,ON,Mississauga,43.6046,-79.6729
4600464,2017-06-21T01:04:09.890Z,CA,AB,Calgary,51.0486,-113.968
5056053,2017-06-21T01:37:44.190Z,CA,AB,Calgary,51.091,-114.182
5253251,2017-06-21T01:52:03.933Z,CA,MB,Winnipeg,49.893,-97.001
4562294,2017-06-21T03:01:46.677Z,CA,ON,Barrie,44.3851,-79.6991
4702871,2017-06-21T03:11:44.383Z,CA,ON,Toronto,43.6587,-79.3966
5520517,2017-06-21T03:15:17.747Z,CA,BC,Surrey,49.06306,-122.80988
5150957,2017-06-21T03:44:19.427Z,CA,ON,Mississauga,43.5355,-79.6915
5604175,2017-06-21T04:21:52.417Z,CA,AB,Cold Lake,54.3851,-110.099
4888969,2017-06-21T04:26:29.470Z,CA,NL,Corner Brook,48.9516,-57.9553
5132542,2017-06-21T04:43:08.613Z,CA,AB,Edmonton,53.4422,-113.44524
5292343,2017-06-21T04:54:44.967Z,CA,QC,Montréal,45.467,-73.6484
5510483,2017-06-21T05:14:16.557Z,CA,BC,Vancouver,49.293,-123.048
5093496,2017-06-21T05:40:35.540Z,CA,ON,York,43.69536,-79.46283
5099925,2017-06-21T05:41:01.870Z,CA,AB,Calgary,51.11516,-114.08176
5328038,2017-06-21T05:56:52.790Z,CA,QC,Montréal,45.5066,-73.6291
4602613,2017-06-21T06:04:23.593Z,CA,BC,Surrey,49.0374,-122.8299
4714579,2017-06-21T06:12:46.393Z,CA,AB,Edmonton,53.587,-113.441
5192720,2017-06-21T06:47:19.027Z,CA,AB,Edmonton,53.51865,-113.63905
5225852,2017-06-21T06:49:54.727Z,CA,ON,Pickering,43.9016,-78.5874
5366001,2017-06-21T06:59:47.460Z,CA,ON,Ottawa,45.4019,-75.7513
5146914,2017-06-21T07:44:05.780Z,CA,AB,Calgary,51.0524,-114.038
5349755,2017-06-21T07:59:00.147Z,CA,ON,North York,43.7351,-79.5099
4675347,2017-06-21T08:09:18.220Z,CA,AB,Calgary,51.0104,-114.066
5611080,2017-06-21T08:22:40.973Z,CA,AB,Red Deer,52.2468,-113.788
5432841,2017-06-21T09:06:30.367Z,CA,ON,Toronto,43.6682,-79.4209
4917392,2017-06-21T09:29:08.090Z,CA,AB,Fort Mcmurray,56.7377,-111.438
5081425,2017-06-21T09:39:30.240Z,CA,SK,Saskatoon,52.28962,-106.72596
5263743,2017-06-21T09:52:45.733Z,CA,AB,Edmonton,53.5185,-113.6579
4560799,2017-06-21T10:01:48.517Z,CA,ON,Kingston,44.2647,-76.5504
4588318,2017-06-21T10:03:00.760Z,CA,ON,Toronto,43.6466,-79.4493
5541469,2017-06-21T10:17:11.720Z,CA,SK,Saskatoon,52.13368,-106.71492
4849410,2017-06-21T10:23:07.780Z,CA,BC,Surrey,49.18437,-122.8564
4925546,2017-06-21T10:29:51.527Z,CA,AB,Calgary,51.0799,-114.081
5180274,2017-06-21T10:46:14.850Z,CA,ON,Toronto,43.6651,-79.4369
4534704,2017-06-21T11:00:55.003Z,CA,AB,Spruce Grove,53.5562,-113.93564
5446352,2017-06-21T11:07:58.237Z,CA,QC,Montréal,45.5294,-73.58
5524406,2017-06-21T11:15:32.960Z,CA,AB,Edmonton,53.4593,-113.4145
4972575,2017-06-21T11:32:33.510Z,CA,ON,Ottawa,45.4203,-75.7004
5069920,2017-06-21T11:38:40.903Z,CA,ON,Cambridge,43.3653,-80.3066
4704714,2017-06-21T12:11:54.453Z,CA,ON,Toronto,43.7028,-79.3877
5091343,2017-06-21T12:40:20.400Z,CA,ON,Toronto,43.643,-79.3383
4891455,2017-06-21T13:26:40.070Z,CA,AB,Edmonton,53.4379,-113.433
4973048,2017-06-21T13:32:33.613Z,CA,QC,Laval,45.5528,-73.8638
5081690,2017-06-21T13:39:31.053Z,CA,ON,Dundas,43.26435,-79.95395
4674333,2017-06-21T14:09:19.200Z,CA,ON,Mississauga,43.5355,-79.6915
4682849,2017-06-21T14:10:00.483Z,CA,AB,Calgary,50.9628,-114.103
4970845,2017-06-21T14:32:26.620Z,CA,SK,Saskatoon,52.1378,-106.609
4527882,2017-06-21T15:00:26.250Z,CA,ON,Dundas,43.2649,-79.9555
5401355,2017-06-21T15:02:54.890Z,CA,QC,Montréal,45.54395,-73.63385
5478865,2017-06-21T15:11:15.920Z,CA,ON,Scarborough,43.7936,-79.2692
5590762,2017-06-21T15:20:54.060Z,CA,ON,Ottawa,45.3804,-75.7468
4995011,2017-06-21T15:33:52.923Z,CA,AB,Calgary,51.0356,-114.217
5106966,2017-06-21T15:41:33.133Z,CA,ON,Ottawa,45.3578,-75.7095
5123823,2017-06-21T15:42:35.083Z,CA,ON,York,43.703,-79.512
5142219,2017-06-21T15:43:46.890Z,CA,BC,Vancouver,49.2577,-123.132
5195207,2017-06-21T15:47:31.023Z,CA,SK,Saskatoon,52.1225,-106.72488
5312200,2017-06-21T15:55:51.073Z,CA,ON,Ottawa,45.4455,-75.6894
4680949,2017-06-21T16:09:49.170Z,CA,ON,Burlington,43.3889,-79.7682
4864674,2017-06-21T16:24:20.443Z,CA,ON,Brampton,43.6656,-79.747
4559622,2017-06-21T18:01:46.880Z,CA,ON,Kingston,44.2647,-76.5504
4697190,2017-06-21T18:11:20.453Z,CA,ON,Thornhill,43.8137,-79.4538
5026522,2017-06-21T18:35:41.117Z,CA,ON,Petrolia,42.88485,-82.47828
5166591,2017-06-21T18:45:28.523Z,CA,SK,Saskatoon,52.07798,-106.65607
5303339,2017-06-21T18:55:29.600Z,CA,AB,Calgary,51.08745,-113.94652
4649833,2017-06-21T19:07:27.400Z,CA,ON,Toronto,43.6736,-79.4035
4677999,2017-06-21T19:09:37.823Z,CA,AB,Calgary,51.0571,-114.077
4688843,2017-06-21T19:10:30.630Z,CA,AB,Lethbridge,49.6581,-112.7484
5555111,2017-06-21T19:18:02.820Z,CA,ON,Brampton,43.788,-79.737
5110817,2017-06-21T19:41:48.043Z,CA,AB,Calgary,51.02595,-114.18439
5383891,2017-06-21T20:01:18.987Z,CA,AB,Red Deer,52.2895,-113.814
4651997,2017-06-21T20:07:30.597Z,CA,NB,Moncton,46.1033,-64.815
4833820,2017-06-21T20:21:44.550Z,CA,NB,St. John,45.2815,-66.09581
5056631,2017-06-21T20:37:44.400Z,CA,SK,Saskatoon,52.167,-106.5761
5120513,2017-06-21T20:42:20.767Z,CA,AB,Edmonton,53.4564,-113.521
5150003,2017-06-21T20:44:19.860Z,CA,AB,Edmonton,53.5129,-113.623
5176068,2017-06-21T20:45:58.860Z,CA,ON,Toronto,43.643,-79.3383
4829160,2017-06-21T21:21:24.787Z,CA,ON,Thunder Bay,48.4527,-89.2162
5483180,2017-06-21T22:11:27.880Z,CA,ON,Woodbridge,43.8069,-79.5978
5069413,2017-06-21T22:38:38.090Z,CA,QC,Saint-Eustache,45.5656,-73.9135
5279057,2017-06-21T22:54:07.187Z,CA,AB,Edmonton,53.5314,-113.582
5364292,2017-06-21T22:59:43.120Z,CA,AB,Edmonton,53.49723,-113.63462
5409360,2017-06-21T00:04:05.853Z,CA,ON,Mississauga,43.5634,-79.6509
5433425,2017-06-21T00:06:34.320Z,CA,ON,Kingsville-Cottam,42.1769,-82.7635
5535490,2017-06-21T00:16:36.193Z,CA,ON,Mississauga,43.5771,-79.6306
4825503,2017-06-21T00:21:03.943Z,CA,ON,Ottawa,45.4198,-75.704
4880942,2017-06-21T00:25:50.720Z,CA,ON,London,42.9399,-81.2709
4932247,2017-06-21T00:30:20.920Z,CA,AB,Calgary,50.88402,-113.95541
4651697,2017-06-21T01:07:27.930Z,CA,ON,Newmarket,44.039,-79.4724
5073532,2017-06-21T01:38:55.590Z,CA,AB,Calgary,51.01511,-114.16271
4528009,2017-06-21T02:00:27.963Z,CA,AB,Calgary,51.0823,-113.9578
5471089,2017-06-21T02:10:44.513Z,CA,AB,Fort Mcmurray,56.7377,-111.438
4732113,2017-06-21T02:14:01.367Z,CA,ON,Mississauga,43.5924,-79.7611
4942665,2017-06-21T02:30:55.257Z,CA,ON,Ottawa,45.3878,-75.6589
5264953,2017-06-21T02:52:48.240Z,CA,SK,Saskatoon,52.1218,-106.645
4557944,2017-06-21T03:01:37.507Z,CA,AB,Calgary,51.1726,-114.101
4625920,2017-06-21T03:05:56.417Z,CA,MB,Brandon,49.8355,-99.9625
5524495,2017-06-21T03:15:34.050Z,CA,AB,Red Deer,52.246,-113.791
5019586,2017-06-21T03:34:59.993Z,CA,BC,North Vancouver,49.47488,-123.86959
5308612,2017-06-21T03:55:44.857Z,CA,ON,Minden,45.041,-78.5161
4719244,2017-06-21T04:13:08.827Z,CA,QC,Montréal,45.53327,-73.68156
4520995,2017-06-21T05:00:05.687Z,CA,ON,London,43.0091,-81.1765
5479750,2017-06-21T05:11:17.020Z,CA,AB,Calgary,50.95812,-114.0537
5548413,2017-06-21T05:17:37.970Z,CA,ON,Kanata,45.3387,-75.9001
4934207,2017-06-21T05:30:33.473Z,CA,AB,Calgary,51.1387,-114.2015
5311649,2017-06-21T05:55:52.393Z,CA,QC,Côte-Saint-Luc,45.46913,-73.65085
4786044,2017-06-21T06:17:39.753Z,CA,AB,Calgary,51.1387,-114.2015
5499518,2017-06-21T07:13:12.717Z,CA,MB,Winnipeg,49.9392,-97.0962
5593278,2017-06-21T07:21:06.987Z,CA,ON,Etobicoke,43.6527,-79.5524
4661233,2017-06-21T08:08:11.807Z,CA,AB,Calgary,51.0823,-113.9578
5566567,2017-06-21T08:18:54.077Z,CA,AB,Edmonton,53.5606,-113.482
4837063,2017-06-21T08:22:00.663Z,CA,ON,Windsor,42.2949,-83.052
4883538,2017-06-21T08:26:01.473Z,CA,AB,Calgary,51.0876,-114.0214
5089585,2017-06-21T08:40:17.010Z,CA,ON,Etobicoke,43.71555,-79.55977
5257548,2017-06-21T08:52:18.897Z,CA,AB,Calgary,50.9505,-113.947
4669489,2017-06-21T09:08:53.683Z,CA,AB,Edmonton,53.4235,-113.462
4892166,2017-06-21T09:26:47.527Z,CA,ON,Brampton,43.69125,-79.83495
4985476,2017-06-21T09:33:22.290Z,CA,AB,Edmonton,53.6288,-113.476
5034818,2017-06-21T09:36:17.313Z,CA,ON,North York,43.7677,-79.4126
5403416,2017-06-21T10:03:18.000Z,CA,AB,Okotoks,50.7258,-113.974
4676055,2017-06-21T10:09:25.397Z,CA,AB,Calgary,50.89574,-114.0466
5459033,2017-06-21T10:09:32.830Z,CA,AB,Edmonton,53.6134,-113.541
4944348,2017-06-21T10:30:54.740Z,CA,ON,Brampton,43.6971,-79.7944
5089392,2017-06-21T10:40:16.640Z,CA,ON,Newmarket,44.0587,-79.4591
4549413,2017-06-21T11:01:32.613Z,CA,QC,Saint-Constant,45.3668,-73.5659
4672559,2017-06-21T12:09:06.827Z,CA,ON,Etobicoke,43.6879,-79.557
5513966,2017-06-21T12:14:38.330Z,CA,SK,Moose Jaw,50.3887,-105.533
5295354,2017-06-21T12:54:49.070Z,CA,AB,Calgary,51.12369,-113.94966
4587388,2017-06-21T13:02:57.363Z,CA,SK,Swift Current,50.3004,-107.802
5407043,2017-06-21T13:03:43.603Z,CA,AB,Calgary,51.0621,-114.1159
5293713,2017-06-21T13:54:48.073Z,CA,ON,Mississauga,43.5869,-79.7559
5320192,2017-06-21T13:56:10.150Z,CA,SK,Saskatoon,52.09009,-106.56766
