_ID,TimeSt,Country,Province,City,Latitude,Longitude
4863048,2017-06-21T07:24:16.437-04:00,CA,AB,Calgary,51.03875,-113.98519
4869481,2017-06-21T07:24:48.063-04:00,CA,AB,Calgary,51.053,-114.161
5061358,2017-06-21T07:38:00.997-04:00,CA,AB,Edmonton,53.61652,-113.54001
5301320,2017-06-21T07:55:17.577-04:00,CA,ON,Toronto,43.6477,-79.4174
5377627,2017-06-21T08:00:38.597-04:00,CA,ON,Ottawa,45.4179,-75.6489
4642428,2017-06-21T08:07:03.733-04:00,CA,ON,Kitchener,43.4193,-80.3826
4802300,2017-06-21T08:19:02.440-04:00,CA,QC,Châteauguay,45.3492,-73.7353
4988734,2017-06-21T08:33:32.160-04:00,CA,AB,Edmonton,53.60754,-113.48698
4999934,2017-06-21T08:34:07.817-04:00,CA,ON,Toronto,43.6715,-79.3801
5096722,2017-06-21T08:40:48.260-04:00,CA,AB,Edmonton,53.57741,-113.54723
5142382,2017-06-21T08:43:49.200-04:00,CA,AB,Edmonton,53.5129,-113.623
5517802,2017-06-21T09:15:00.280-04:00,CA,AB,Edmonton,53.587,-113.441
5596860,2017-06-21T09:21:07.827-04:00,CA,NB,Riverview,46.0494,-64.7876
4566599,2017-06-21T10:01:52.627-04:00,CA,ON,Hornepayne,49.2151,-84.7825
4785464,2017-06-21T11:17:38.713-04:00,CA,AB,Edmonton,53.5515,-113.492
5190292,2017-06-21T11:47:06.920-04:00,CA,AB,Calgary,51.0571,-114.077
5237840,2017-06-21T11:50:56.980-04:00,CA,AB,Edmonton,53.5181,-113.5797
5319829,2017-06-21T11:56:08.487-04:00,CA,QC,Montreal,45.65,-73.4833
5333201,2017-06-21T11:57:18.560-04:00,CA,AB,Calgary,51.0571,-114.077
4575808,2017-06-21T12:02:04.630-04:00,CA,AB,Edmonton,53.4829,-113.499
4742002,2017-06-21T12:14:43.010-04:00,CA,AB,Airdrie,51.30254,-114.03939
5533242,2017-06-21T12:16:18.790-04:00,CA,AB,Calgary,51.0823,-113.9578
4878321,2017-06-21T12:25:43.580-04:00,CA,AB,Edmonton,53.49696,-113.63503
5098727,2017-06-21T12:40:59.863-04:00,CA,ON,Thornhill,43.8395,-79.3831
4599838,2017-06-21T13:04:04.853-04:00,CA,QC,Dorval,45.4431,-73.751
4685660,2017-06-21T13:10:20.623-04:00,CA,BC,Sparwood,49.74135,-114.87182
5207606,2017-06-21T13:48:27.363-04:00,CA,ON,Toronto,43.6495,-79.3765
5251598,2017-06-21T13:51:50.527-04:00,CA,AB,Innisfail,52.0269,-113.9507
5448384,2017-06-21T14:08:21.253-04:00,CA,ON,Toronto,43.6963,-79.4125
4939935,2017-06-21T14:30:44.493-04:00,CA,AB,Edmonton,53.4593,-113.4145
5224389,2017-06-21T14:49:46.593-04:00,CA,AB,Fort Mcmurray,56.73219,-111.44629
5419581,2017-06-21T15:04:51.493-04:00,CA,AB,Calgary,51.0823,-113.9578
4754409,2017-06-21T15:15:33.510-04:00,CA,ON,Mississauga,43.6618,-79.7034
5578555,2017-06-21T15:19:38.413-04:00,CA,ON,Ottawa,45.4555,-75.6552
4914809,2017-06-21T15:28:56.213-04:00,CA,ON,Thunder Bay,48.4527,-89.2162
5298175,2017-06-21T15:55:03.980-04:00,CA,ON,Etobicoke,43.6068,-79.5063
4657634,2017-06-21T16:07:57.630-04:00,CA,AB,Edmonton,53.4104,-113.517
4845423,2017-06-21T16:22:51.493-04:00,CA,BC,Maple Ridge,49.22019,-122.64454
4961167,2017-06-21T16:31:44.493-04:00,CA,AB,Edmonton,53.41976,-113.53055
4906678,2017-06-21T17:28:10.407-04:00,CA,ON,Niagara Falls,43.09145,-79.11334
4964875,2017-06-21T17:31:51.600-04:00,CA,ON,Mississauga,43.57017,-79.57893
5031456,2017-06-21T17:36:04.187-04:00,CA,AB,Calgary,50.91647,-114.1249
5045958,2017-06-21T17:37:11.907-04:00,CA,AB,Edmonton,53.57741,-113.54723
5123890,2017-06-21T17:42:36.703-04:00,CA,AB,Edmonton,53.60753,-113.48692
5309051,2017-06-21T17:55:44.197-04:00,CA,QC,Saint-Jérôme,45.8933,-74.1367
5613326,2017-06-21T18:22:52.750-04:00,CA,ON,Toronto,43.7129,-79.3888
5210891,2017-06-21T18:48:35.377-04:00,CA,QC,Montréal,45.5335,-73.667
5234282,2017-06-21T19:50:40.317-04:00,CA,ON,Saint Catharines,43.1954,-79.2189
5381015,2017-06-21T20:01:03.040-04:00,CA,AB,Chestermere,51.054,-113.816
4714996,2017-06-21T21:12:45.463-04:00,CA,ON,Kingston,44.2377,-76.5602
5501394,2017-06-21T21:13:16.437-04:00,CA,SK,Saskatoon,52.1149,-106.642
4797481,2017-06-21T21:18:34.230-04:00,CA,AB,Calgary,51.0524,-114.038
5304847,2017-06-21T21:55:35.977-04:00,CA,ON,Saint Catharines,43.1941,-79.2525
5536509,2017-06-21T22:16:46.280-04:00,CA,AB,High Level,58.52214,-117.13576
5580132,2017-06-21T22:19:50.537-04:00,CA,QC,Montréal,45.4934,-73.5837
4846381,2017-06-21T22:22:52.493-04:00,CA,ON,Toronto,43.70048,-79.43494
5281901,2017-06-21T22:54:13.983-04:00,CA,ON,Toronto,43.6319,-79.3716
4692839,2017-06-21T00:11:01.747-04:00,CA,AB,Edmonton,53.4104,-113.517
5609849,2017-06-21T00:22:28.637-04:00,CA,AB,Lethbridge,49.699,-112.823
4972611,2017-06-21T00:32:30.917-04:00,CA,BC,Vancouver,49.25245,-123.12581
5125220,2017-06-21T00:42:42.153-04:00,CA,AB,Calgary,51.0104,-114.066
5278309,2017-06-21T00:54:00.240-04:00,CA,AB,Edmonton,53.41482,-113.45695
4526420,2017-06-21T01:00:21.557-04:00,CA,AB,Calgary,50.9722,-114.062
4760025,2017-06-21T01:15:54.057-04:00,CA,ON,Burlington,43.3889,-79.7682
5092468,2017-06-21T01:40:28.647-04:00,CA,AB,Edmonton,53.5943,-113.42385
5108776,2017-06-21T01:41:41.507-04:00,CA,AB,Edmonton,53.4564,-113.521
5222244,2017-06-21T01:49:36.580-04:00,CA,ON,Scarborough,43.801,-79.278
5309827,2017-06-21T01:55:44.690-04:00,CA,ON,Barrie,44.4015,-79.6782
5323438,2017-06-21T01:56:24.843-04:00,CA,QC,Québec,46.9001,-71.1599
4567319,2017-06-21T02:01:51.747-04:00,CA,AB,Calgary,51.0494,-113.9564
5466327,2017-06-21T02:10:17.820-04:00,CA,ON,Toronto,43.7425,-79.5851
5528056,2017-06-21T02:15:49.150-04:00,CA,ON,Toronto,43.6459,-79.3857
4965199,2017-06-21T02:31:55.930-04:00,CA,AB,Calgary,51.0823,-113.9578
5274502,2017-06-21T02:53:37.973-04:00,CA,NB,Macdougall Settlement,46.05405,-64.77851
4536242,2017-06-21T03:00:59.443-04:00,CA,ON,Newmarket,44.039,-79.4724
5595143,2017-06-21T03:21:08.020-04:00,CA,ON,Stratford,43.3668,-80.9497
4946924,2017-06-21T03:31:08.650-04:00,CA,ON,Burlington,43.3317,-79.8066
5201653,2017-06-21T03:48:02.303-04:00,CA,SK,Regina,50.4314,-104.556
5239642,2017-06-21T03:51:01.750-04:00,CA,AB,Edmonton,53.60844,-113.45967
5297788,2017-06-21T03:55:03.970-04:00,CA,ON,Ottawa,45.4179,-75.6489
5351152,2017-06-21T03:59:01.363-04:00,CA,ON,Ottawa,45.3745,-75.7095
5384847,2017-06-21T04:01:23.240-04:00,CA,NL,Corner Brook,48.9516,-57.9553
4583632,2017-06-21T04:02:37.823-04:00,CA,AB,Calgary,51.09298,-114.14325
5543268,2017-06-21T04:17:19.967-04:00,CA,ON,Kitchener,43.4381,-80.5099
5045359,2017-06-21T04:37:04.490-04:00,CA,ON,Thornhill,43.8395,-79.3831
5178105,2017-06-21T04:46:06.987-04:00,CA,QC,Varennes,45.6834,-73.4325
4785907,2017-06-21T05:17:38.677-04:00,CA,AB,Edmonton,53.5319,-113.561
4959805,2017-06-21T05:31:39.343-04:00,CA,ON,Toronto,43.6447,-79.3841
5398055,2017-06-21T06:02:34.087-04:00,CA,SK,Saskatoon,52.1225,-106.72488
4700279,2017-06-21T06:11:34.120-04:00,CA,AB,Edmonton,53.4593,-113.4145
5533877,2017-06-21T06:16:28.127-04:00,CA,ON,Etobicoke,43.59571,-79.54024
5211342,2017-06-21T07:48:37.373-04:00,CA,AB,Ponoka,52.66849,-113.56882
5319925,2017-06-21T07:56:07.540-04:00,CA,AB,Sherwood Park,53.556,-113.2952
4696093,2017-06-21T08:11:15.973-04:00,CA,AB,Spruce Grove,53.5533,-113.895
5523070,2017-06-21T08:15:30.560-04:00,CA,ON,Peterborough,44.3022,-78.3342
4758678,2017-06-21T08:15:50.750-04:00,CA,SK,Craik,51.04505,-105.83675
5539156,2017-06-21T08:17:01.660-04:00,CA,AB,Calgary,51.08205,-113.95841
5548943,2017-06-21T08:17:38.210-04:00,CA,ON,Toronto,43.7056,-79.4279
4761146,2017-06-21T09:16:00.383-04:00,CA,QC,Montréal,45.502,-73.562
4885110,2017-06-21T09:26:08.350-04:00,CA,AB,Edmonton,53.587,-113.441
5003275,2017-06-21T09:34:21.613-04:00,CA,AB,Calgary,51.16041,-114.057
5410955,2017-06-21T10:04:14.330-04:00,CA,ON,Toronto,43.7056,-79.4279
5341504,2017-06-21T10:58:12.063-04:00,CA,ON,Ottawa,45.3977,-75.7599
4546802,2017-06-21T11:01:29.460-04:00,CA,ON,Woodstock,43.12886,-80.75007
5404314,2017-06-21T11:03:25.007-04:00,CA,ON,Brampton,43.684,-79.7716
4613083,2017-06-21T11:05:01.267-04:00,CA,QC,Ste.-Anne-De-Bellevue,45.3986,-73.8553
4914468,2017-06-21T11:28:51.950-04:00,CA,ON,Mississauga,43.5883,-79.6091
4632814,2017-06-21T12:06:19.773-04:00,CA,ON,Perrault Falls,50.35114,-93.13424
5451377,2017-06-21T12:08:55.293-04:00,CA,AB,Calgary,50.9505,-113.947
5484860,2017-06-21T12:11:42.210-04:00,CA,BC,Terrace,54.5163,-128.6035
4812179,2017-06-21T12:20:08.680-04:00,CA,MB,Winnipeg,49.7838,-97.0973
4605069,2017-06-21T13:04:27.170-04:00,CA,QC,Bonaventure,48.4096,-64.5008
4781104,2017-06-21T13:17:19.937-04:00,CA,AB,Calgary,50.9666,-114.0826
4832914,2017-06-21T13:21:43.550-04:00,CA,AB,Calgary,50.9714,-114.057
5021072,2017-06-21T13:35:06.650-04:00,CA,AB,Edmonton,53.60753,-113.48692
5191574,2017-06-21T13:47:09.417-04:00,CA,ON,Ottawa,45.45075,-75.65118
5411974,2017-06-21T14:04:17.873-04:00,CA,ON,Ottawa,45.3244,-75.6048
5100244,2017-06-21T14:41:08.273-04:00,CA,QC,Montréal,45.5327,-73.6472
5162708,2017-06-21T14:45:15.033-04:00,CA,AB,Edmonton,53.53235,-113.57952
5432387,2017-06-21T15:06:30.710-04:00,CA,ON,Kanata,45.3387,-75.9001
4867759,2017-06-21T15:24:40.343-04:00,CA,QC,Laval,45.561,-73.6809
5073436,2017-06-21T15:38:54.527-04:00,CA,AB,Calgary,50.8889,-113.991
5114200,2017-06-21T15:42:01.727-04:00,CA,AB,Edmonton,53.5515,-113.492
4674065,2017-06-21T16:09:17.630-04:00,CA,AB,Edmonton,53.587,-113.441
5504666,2017-06-21T16:13:31.560-04:00,CA,ON,Toronto,43.6557,-79.3646
5516467,2017-06-21T16:14:50.843-04:00,CA,BC,Vancouver,49.293,-123.048
5549425,2017-06-21T16:17:42.300-04:00,CA,AB,Calgary,51.053,-114.161
4950315,2017-06-21T16:31:09.413-04:00,CA,ON,Toronto,43.6414,-79.4151
5053075,2017-06-21T16:37:40.120-04:00,CA,SK,Saskatoon,52.13524,-106.75249
5188542,2017-06-21T16:47:00.770-04:00,CA,AB,Ponoka,52.6768,-113.5815
4882718,2017-06-21T17:25:59.890-04:00,CA,AB,Calgary,50.8476,-114.1958
5087420,2017-06-21T17:40:00.970-04:00,CA,AB,Calgary,51.169,-114.149
4531924,2017-06-21T18:00:43.630-04:00,CA,AB,Calgary,51.0494,-113.9564
4740728,2017-06-21T18:14:37.117-04:00,CA,QC,Saint-Laurent,45.5178,-73.6848
4775887,2017-06-21T18:17:04.050-04:00,CA,AB,Edmonton,53.4179,-113.5785
4850152,2017-06-21T18:23:13.133-04:00,CA,ON,Kitchener,43.4381,-80.5099
4986090,2017-06-21T18:33:24.560-04:00,CA,ON,Toronto,43.7264,-79.3978
5467677,2017-06-21T19:10:26.260-04:00,CA,AB,Calgary,51.0272,-114.0349
4694872,2017-06-21T19:11:05.520-04:00,CA,QC,Montréal,45.4689,-73.6055
4748303,2017-06-21T19:15:09.123-04:00,CA,YT,Pelly Crossing,62.8273,-136.53957
4843594,2017-06-21T19:22:45.140-04:00,CA,AB,Calgary,51.1512,-114.2385
4992462,2017-06-21T19:33:41.290-04:00,CA,BC,Vancouver,49.22791,-123.06731
5454833,2017-06-21T20:09:05.970-04:00,CA,AB,Calgary,51.0621,-114.1159
5570400,2017-06-21T20:19:09.187-04:00,CA,SK,Regina,50.4923,-104.614
5160327,2017-06-21T20:45:05.703-04:00,CA,SK,Regina,50.4548,-104.595
5200108,2017-06-21T20:47:57.260-04:00,CA,ON,Pickering,43.8509,-79.0717
5334761,2017-06-21T20:57:31.710-04:00,CA,SK,Saskatoon,52.1225,-106.72488
5347904,2017-06-21T20:58:46.317-04:00,CA,ON,Brampton,43.7796,-79.7681
5378186,2017-06-21T21:00:44.010-04:00,CA,ON,Toronto,43.7068,-79.3991
4678970,2017-06-21T21:09:40.100-04:00,CA,AB,Edmonton,53.58422,-113.4161
4735524,2017-06-21T21:14:13.513-04:00,CA,NS,Upper Tantallon,44.70286,-63.856
4842606,2017-06-21T21:22:36.287-04:00,CA,AB,Edmonton,53.4688,-113.508
4847667,2017-06-21T21:23:00.413-04:00,CA,AB,Calgary,51.10276,-113.9409
5193397,2017-06-21T21:47:20.153-04:00,CA,SK,Saskatoon,52.1225,-106.72488
5241047,2017-06-21T21:51:06.180-04:00,CA,ON,Sudbury,46.4917,-80.9928
5313255,2017-06-21T21:55:55.333-04:00,CA,AB,Calgary,51.0242,-114.1004
5545828,2017-06-21T22:17:36.377-04:00,CA,ON,Toronto,43.6459,-79.3857
5253412,2017-06-21T22:52:02.163-04:00,CA,AB,Edmonton,53.4567,-113.5801
5272704,2017-06-21T22:53:21.600-04:00,CA,AB,Calgary,51.01826,-114.10964
4576567,2017-06-21T00:02:06.693-04:00,CA,AB,Calgary,51.1414,-114.076
4668473,2017-06-21T00:08:51.623-04:00,CA,ON,Saint Catharines,43.1644,-79.2456
5539911,2017-06-21T00:17:03.910-04:00,CA,ON,North York,43.787,-79.4169
4935696,2017-06-21T00:30:35.507-04:00,CA,ON,Brampton,43.73444,-79.74534
4977996,2017-06-21T00:32:47.540-04:00,CA,AB,Calgary,50.93683,-114.01093
5111054,2017-06-21T00:41:48.200-04:00,CA,ON,Mississauga,43.5738,-79.7193
4609815,2017-06-21T01:04:54.690-04:00,CA,ON,Toronto,43.6385,-79.3723
4752618,2017-06-21T01:15:21.703-04:00,CA,ON,Mississauga,43.5924,-79.6953
5056053,2017-06-21T01:37:44.190-04:00,CA,AB,Calgary,51.091,-114.182
5147819,2017-06-21T01:44:09.530-04:00,CA,QC,Saint-Laurent,45.50381,-73.68475
4720281,2017-06-21T02:13:11.817-04:00,CA,AB,Edmonton,53.4829,-113.499
5538242,2017-06-21T02:16:52.203-04:00,CA,MB,Brandon,49.84148,-99.95386
5012101,2017-06-21T02:34:42.450-04:00,CA,AB,Beaumont,53.3545,-113.414
4819913,2017-06-21T03:20:41.533-04:00,CA,AB,Edmonton,53.5516,-113.532
5333290,2017-06-21T03:57:19.807-04:00,CA,AB,Edmonton,53.50982,-113.44132
5353329,2017-06-21T03:59:06.467-04:00,CA,ON,Thunder Bay,48.3914,-89.262
4948303,2017-06-21T04:31:08.847-04:00,CA,ON,Ottawa,45.4455,-75.6894
4953376,2017-06-21T04:31:21.273-04:00,CA,MB,Winnipeg,49.8248,-97.1515
5092157,2017-06-21T04:40:25.020-04:00,CA,AB,Edmonton,53.45136,-113.42497
5118919,2017-06-21T04:42:11.857-04:00,CA,QC,Dorval,45.4447,-73.7054
5437450,2017-06-21T05:07:01.047-04:00,CA,ON,Nepean,45.3596,-75.7436
5494399,2017-06-21T05:12:46.010-04:00,CA,ON,Thornhill,43.8137,-79.4538
4970207,2017-06-21T05:32:20.263-04:00,CA,ON,Toronto,43.7537,-79.2659
5043390,2017-06-21T05:37:00.513-04:00,CA,BC,New Westminster,49.2125,-122.921
4679142,2017-06-21T06:09:43.453-04:00,CA,AB,Calgary,50.90911,-114.04693
4730380,2017-06-21T06:13:52.723-04:00,CA,AB,Calgary,51.0378,-114.08
5046191,2017-06-21T06:37:11.570-04:00,CA,AB,Edmonton,53.49913,-113.50035
5155618,2017-06-21T06:44:35.717-04:00,CA,ON,Brantford,43.1508,-80.2094
5072166,2017-06-21T07:38:47.050-04:00,CA,ON,Brampton,43.69541,-79.81975
5363636,2017-06-21T07:59:41.047-04:00,CA,AB,Edmonton,53.5129,-113.623
5513858,2017-06-21T08:14:34.660-04:00,CA,QC,Trois-Rivières,46.3269,-72.5643
4993875,2017-06-21T08:33:49.363-04:00,CA,ON,Toronto,43.7068,-79.3991
5230944,2017-06-21T08:50:27.893-04:00,CA,QC,Brossard,45.4571,-73.4922
5440635,2017-06-21T09:07:12.460-04:00,CA,NB,Lakeville-Westmorland,46.18388,-64.68898
5561769,2017-06-21T09:18:34.683-04:00,CA,AB,Beaumont,53.3545,-113.414
4802366,2017-06-21T09:19:00.880-04:00,CA,AB,Calgary,51.1546,-114.068
5248944,2017-06-21T09:51:36.230-04:00,CA,ON,Dundas,43.2638,-79.9524
4689911,2017-06-21T10:10:37.560-04:00,CA,ON,Mississauga,43.5869,-79.7559
4732298,2017-06-21T10:14:01.477-04:00,CA,AB,Calgary,51.0823,-113.9578
4800744,2017-06-21T10:18:52.687-04:00,CA,AB,Edmonton,53.44074,-113.58914
4586070,2017-06-21T11:02:52.920-04:00,CA,AB,Calgary,51.0823,-113.9578
4708282,2017-06-21T11:12:16.907-04:00,CA,NS,New Waterford,46.2492,-60.0881
5503313,2017-06-21T11:13:24.993-04:00,CA,QC,Montréal,45.54209,-73.54675
5153001,2017-06-21T11:44:23.427-04:00,CA,ON,Toronto,43.7537,-79.2659
5204067,2017-06-21T11:48:12.183-04:00,CA,ON,Scarborough,43.7658,-79.185
5538742,2017-06-21T12:16:56.147-04:00,CA,ON,Toronto,43.6557,-79.3646
4791724,2017-06-21T12:18:03.163-04:00,CA,NB,Fredericton,45.94696,-66.67805
4897944,2017-06-21T12:27:18.053-04:00,CA,ON,Scarborough,43.7667,-79.2386
4968011,2017-06-21T12:32:12.210-04:00,CA,ON,Markham,43.90991,-79.25684
5078987,2017-06-21T12:39:17.623-04:00,CA,AB,Calgary,51.049,-113.9622
5449349,2017-06-21T13:08:31.527-04:00,CA,SK,Saskatoon,52.0991,-106.6494
5363171,2017-06-21T13:59:39.297-04:00,CA,AB,Edmonton,53.5895,-113.4467
4631552,2017-06-21T14:06:17.740-04:00,CA,ON,Barrie,44.4015,-79.6782
4938682,2017-06-21T14:30:38.280-04:00,CA,ON,Brampton,43.6971,-79.7944
5195721,2017-06-21T14:47:34.293-04:00,CA,QC,St-Gabriel-De-Kamouraska,47.7987,-69.2465
4599052,2017-06-21T15:04:01.840-04:00,CA,ON,Newmarket,44.039,-79.4724
4759167,2017-06-21T15:15:50.413-04:00,CA,QC,Laval,45.5209,-73.7762
4791702,2017-06-21T15:18:02.413-04:00,CA,QC,Saint-Laurent,45.50372,-73.68478
4817886,2017-06-21T15:20:31.380-04:00,CA,ON,London,43.00633,-81.16663
5040712,2017-06-21T15:36:46.140-04:00,CA,AB,Calgary,50.9106,-114.078
4530503,2017-06-21T16:00:36.580-04:00,CA,AB,Calgary,50.8837,-114.0326
4774489,2017-06-21T16:16:54.073-04:00,CA,ON,Brantford,43.1772,-80.248
5053021,2017-06-21T16:37:39.920-04:00,CA,AB,Edmonton,53.4154,-113.4178
5150874,2017-06-21T16:44:19.403-04:00,CA,ON,Oakville,43.4934,-79.7126
5421844,2017-06-21T17:04:59.620-04:00,CA,NL,St. John's,47.5144,-52.6566
4807486,2017-06-21T17:19:33.937-04:00,CA,SK,Saskatoon,52.13747,-106.69531
5096204,2017-06-21T17:40:43.117-04:00,CA,AB,Calgary,51.0524,-114.038
5128477,2017-06-21T17:42:58.357-04:00,CA,ON,Etobicoke,43.7458,-79.58638
5208127,2017-06-21T17:48:27.600-04:00,CA,ON,Toronto,43.7537,-79.2659
4553611,2017-06-21T18:01:36.783-04:00,CA,ON,Scarborough,43.7876,-79.1541
5412930,2017-06-21T18:04:18.863-04:00,CA,ON,Oshawa,43.9205,-78.8287
5462615,2017-06-21T18:09:59.483-04:00,CA,ON,Newmarket,44.0433,-79.4912
5522430,2017-06-21T18:15:21.087-04:00,CA,AB,Edmonton,53.5515,-113.492
4789588,2017-06-21T18:17:54.850-04:00,CA,BC,Vancouver,49.2155,-123.135
5172169,2017-06-21T18:45:45.340-04:00,CA,AB,Edmonton,53.55503,-113.52177
5374294,2017-06-21T19:00:23.620-04:00,CA,ON,Scarborough,43.79329,-79.29215
4654586,2017-06-21T19:07:42.640-04:00,CA,AB,Camrose,53.0093,-112.827
4726977,2017-06-21T19:13:46.270-04:00,CA,ON,Mississauga,43.5771,-79.6306
5216450,2017-06-21T19:49:13.330-04:00,CA,ON,Cambridge,43.3644,-80.3152
4532274,2017-06-21T20:00:43.350-04:00,CA,BC,Surrey,49.13399,-122.88482
4734061,2017-06-21T20:14:04.627-04:00,CA,ON,Etobicoke,43.6247,-79.4892
4750549,2017-06-21T20:15:18.280-04:00,CA,ON,Ottawa,45.4236,-75.6272
4834682,2017-06-21T20:21:46.780-04:00,CA,ON,North York,43.7318,-79.4182
5604034,2017-06-21T20:21:52.417-04:00,CA,BC,Penticton,49.4806,-119.5858
4917361,2017-06-21T20:29:05.350-04:00,CA,AB,Beaumont,53.3753,-113.4585
4984683,2017-06-21T20:33:14.617-04:00,CA,ON,Barrie,44.3303,-79.7268
5497778,2017-06-21T21:13:02.707-04:00,CA,AB,Red Deer,52.2651,-113.794
5015476,2017-06-21T21:34:46.213-04:00,CA,ON,Brampton,43.7147,-79.7014
5020414,2017-06-21T21:35:03.537-04:00,CA,AB,Leduc,53.27059,-113.55144
5117426,2017-06-21T21:42:07.897-04:00,CA,AB,Calgary,51.1387,-114.2015
4583251,2017-06-21T22:02:37.980-04:00,CA,ON,North York,43.7566,-79.4035
4599787,2017-06-21T22:04:04.393-04:00,CA,AB,Sherwood Park,53.52284,-113.33213
5524821,2017-06-21T22:15:33.407-04:00,CA,AB,Calgary,51.0621,-114.1159
5029875,2017-06-21T22:35:57.640-04:00,CA,AB,Edmonton,53.49282,-113.67738
5142305,2017-06-21T22:43:49.183-04:00,CA,AB,Chestermere,51.0441,-113.823
4569090,2017-06-21T00:01:51.907-04:00,CA,ON,Pickering,43.8106,-79.1209
4763381,2017-06-21T00:16:09.270-04:00,CA,AB,Calgary,51.1833,-114.153
4543004,2017-06-21T01:01:21.757-04:00,CA,ON,Richmond Hill,43.8939,-79.4375
4912254,2017-06-21T01:28:36.123-04:00,CA,SK,Regina,50.4923,-104.614
4916331,2017-06-21T02:29:03.520-04:00,CA,SK,Saskatoon,52.1225,-106.72488
4942189,2017-06-21T02:30:55.357-04:00,CA,ON,Toronto,43.6466,-79.4493
4547828,2017-06-21T03:01:31.967-04:00,CA,ON,London,42.9923,-81.2531
4618449,2017-06-21T03:05:33.487-04:00,CA,ON,Innisfil,44.3479,-79.5594
5504372,2017-06-21T03:13:31.093-04:00,CA,ON,Toronto,43.64712,-79.42778
5577531,2017-06-21T03:19:34.100-04:00,CA,ON,Thunder Bay,48.4527,-89.2162
4822305,2017-06-21T03:20:56.633-04:00,CA,MB,Winnipeg,49.83784,-97.08087
4904214,2017-06-21T03:27:56.510-04:00,CA,AB,Calgary,51.1264,-114.1419
4912645,2017-06-21T03:28:40.550-04:00,CA,ON,Brampton,43.7536,-79.8022
4958077,2017-06-21T03:31:34.970-04:00,CA,AB,Calgary,51.0378,-114.08
4563820,2017-06-21T04:01:51.870-04:00,CA,AB,Calgary,51.102,-114.152
5512773,2017-06-21T04:14:28.990-04:00,CA,QC,Sherbrooke,45.39185,-71.8984
5518384,2017-06-21T04:15:01.977-04:00,CA,AB,Fort Mcmurray,56.7377,-111.438
4775670,2017-06-21T04:17:01.923-04:00,CA,ON,Toronto,43.6546,-79.3879
4887734,2017-06-21T04:26:21.700-04:00,CA,QC,Mirabel,45.5535,-74.1172
5140975,2017-06-21T04:43:45.247-04:00,CA,AB,Fort Mcmurray,56.7377,-111.438
5511029,2017-06-21T05:14:13.563-04:00,CA,ON,Mississauga,43.5769,-79.6283
