_ID,TimeSt,Country,Province,City,Latitude,Longitude,Distance,Label
5096722,2017-06-21 08:40:48.26,CA,AB,Edmonton,53.57741,-113.54723,5350.596725248941,POI1
5142382,2017-06-21 08:43:49.2,CA,AB,Edmonton,53.5129,-113.623,9808.729333229438,POI1
5517802,2017-06-21 09:15:00.28,CA,AB,Edmonton,53.587,-113.441,5422.915800663031,POI1
5596860,2017-06-21 09:21:07.827,CA,NB,Riverview,46.0494,-64.7876,151889.95077302292,POI4
4566599,2017-06-21 10:01:52.627,CA,ON,Hornepayne,49.2151,-84.7825,939059.8219363302,POI3
4785464,2017-06-21 11:17:38.713,CA,AB,Edmonton,53.5515,-113.492,724.0100851018027,POI1
5190292,2017-06-21 11:47:06.92,CA,AB,Calgary,51.0571,-114.077,279986.973630033,POI1
5237840,2017-06-21 11:50:56.98,CA,AB,Edmonton,53.5181,-113.5797,6958.191916088319,POI1
5319829,2017-06-21 11:56:08.487,CA,QC,Montreal,45.65,-73.4833,15676.211548376104,POI3
5333201,2017-06-21 11:57:18.56,CA,AB,Calgary,51.0571,-114.077,279986.973630033,POI1
4575808,2017-06-21 12:02:04.63,CA,AB,Edmonton,53.4829,-113.499,7097.382274928156,POI1
4742002,2017-06-21 12:14:43.01,CA,AB,Airdrie,51.30254,-114.03939,252569.29868914073,POI1
5533242,2017-06-21 12:16:18.79,CA,AB,Calgary,51.0823,-113.9578,276149.7132476903,POI1
4878321,2017-06-21 12:25:43.58,CA,AB,Edmonton,53.49696,-113.63503,11297.460221156472,POI1
5098727,2017-06-21 12:40:59.863,CA,ON,Thornhill,43.8395,-79.3831,496905.3254398056,POI3
4599838,2017-06-21 13:04:04.853,CA,QC,Dorval,45.4431,-73.751,16877.59378327527,POI3
4685660,2017-06-21 13:10:20.623,CA,BC,Sparwood,49.74135,-114.87182,434215.53083742695,POI1
5207606,2017-06-21 13:48:27.363,CA,ON,Toronto,43.6495,-79.3765,505452.86979413254,POI3
5251598,2017-06-21 13:51:50.527,CA,AB,Innisfail,52.0269,-113.9507,171995.64701520733,POI1
5448384,2017-06-21 14:08:21.253,CA,ON,Toronto,43.6963,-79.4125,505770.27875086624,POI3
4939935,2017-06-21 14:30:44.493,CA,AB,Edmonton,53.4593,-113.4145,10758.899360780084,POI1
5224389,2017-06-21 14:49:46.593,CA,AB,Fort Mcmurray,56.73219,-111.44629,377618.07169492875,POI1
5419581,2017-06-21 15:04:51.493,CA,AB,Calgary,51.0823,-113.9578,276149.7132476903,POI1
4754409,2017-06-21 15:15:33.51,CA,ON,Mississauga,43.6618,-79.7034,528568.2882186366,POI3
5578555,2017-06-21 15:19:38.413,CA,ON,Ottawa,45.4555,-75.6552,163202.27712948096,POI3
4914809,2017-06-21 15:28:56.213,CA,ON,Thunder Bay,48.4527,-89.2162,1229952.7532085131,POI3
5298175,2017-06-21 15:55:03.98,CA,ON,Etobicoke,43.6068,-79.5063,516934.59120097355,POI3
4657634,2017-06-21 16:07:57.63,CA,AB,Edmonton,53.4104,-113.517,15254.79712768234,POI1
4845423,2017-06-21 16:22:51.493,CA,BC,Maple Ridge,49.22019,-122.64454,796979.409810955,POI1
4961167,2017-06-21 16:31:44.493,CA,AB,Edmonton,53.41976,-113.53055,14381.310954106091,POI1
4906678,2017-06-21 17:28:10.407,CA,ON,Niagara Falls,43.09145,-79.11334,517957.7790602633,POI3
4964875,2017-06-21 17:31:51.6,CA,ON,Mississauga,43.57017,-79.57893,523994.7309276015,POI3
5031456,2017-06-21 17:36:04.187,CA,AB,Calgary,50.91647,-114.1249,295959.09603062563,POI1
5045958,2017-06-21 17:37:11.907,CA,AB,Edmonton,53.57741,-113.54723,5350.596725248941,POI1
5123890,2017-06-21 17:42:36.703,CA,AB,Edmonton,53.60753,-113.48692,6831.348752047188,POI1
5309051,2017-06-21 17:55:44.197,CA,QC,Saint-Jérôme,45.8933,-74.1367,60661.57946910133,POI3
5613326,2017-06-21 18:22:52.75,CA,ON,Toronto,43.7129,-79.3888,503250.9512015577,POI3
5210891,2017-06-21 18:48:35.377,CA,QC,Montréal,45.5335,-73.667,7984.890210910675,POI3
5234282,2017-06-21 19:50:40.317,CA,ON,Saint Catharines,43.1954,-79.2189,518937.8787277326,POI3
5381015,2017-06-21 20:01:03.04,CA,AB,Chestermere,51.054,-113.816,278335.4568865732,POI1
4714996,2017-06-21 21:12:45.463,CA,ON,Kingston,44.2377,-76.5602,276031.7251018765,POI3
5501394,2017-06-21 21:13:16.437,CA,SK,Saskatoon,52.1149,-106.642,486846.18869062036,POI1
4797481,2017-06-21 21:18:34.23,CA,AB,Calgary,51.0524,-114.038,280136.7560475858,POI1
5304847,2017-06-21 21:55:35.977,CA,ON,Saint Catharines,43.1941,-79.2525,521331.23858736677,POI3
5536509,2017-06-21 22:16:46.28,CA,AB,High Level,58.52214,-117.13576,598419.1098151823,POI1
5580132,2017-06-21 22:19:50.537,CA,QC,Montréal,45.4934,-73.5837,3431.6926881216214,POI3
4846381,2017-06-21 22:22:52.493,CA,ON,Toronto,43.70048,-79.43494,507196.81335164735,POI3
5281901,2017-06-21 22:54:13.983,CA,ON,Toronto,43.6319,-79.3716,505972.80675168836,POI3
4692839,2017-06-21 00:11:01.747,CA,AB,Edmonton,53.4104,-113.517,15254.79712768234,POI1
5609849,2017-06-21 00:22:28.637,CA,AB,Lethbridge,49.699,-112.823,430701.73351995985,POI1
4972611,2017-06-21 00:32:30.917,CA,BC,Vancouver,49.25245,-123.12581,821501.2108724561,POI1
5125220,2017-06-21 00:42:42.153,CA,AB,Calgary,51.0104,-114.066,285030.7850802058,POI1
5278309,2017-06-21 00:54:00.24,CA,AB,Edmonton,53.41482,-113.45695,14745.295235980551,POI1
4526420,2017-06-21 01:00:21.557,CA,AB,Calgary,50.9722,-114.062,289207.9121947104,POI1
4760025,2017-06-21 01:15:54.057,CA,ON,Burlington,43.3889,-79.7682,546821.74140237,POI3
5092468,2017-06-21 01:40:28.647,CA,AB,Edmonton,53.5943,-113.42385,6741.289750922452,POI1
5108776,2017-06-21 01:41:41.507,CA,AB,Edmonton,53.4564,-113.521,10262.01797837618,POI1
5222244,2017-06-21 01:49:36.58,CA,ON,Scarborough,43.801,-79.278,491007.685085157,POI3
5309827,2017-06-21 01:55:44.69,CA,ON,Barrie,44.4015,-79.6782,497186.6142866087,POI3
5323438,2017-06-21 01:56:24.843,CA,QC,Québec,46.9001,-71.1599,240609.87502711042,POI3
4567319,2017-06-21 02:01:51.747,CA,AB,Calgary,51.0494,-113.9564,279778.0097109953,POI1
5466327,2017-06-21 02:10:17.82,CA,ON,Toronto,43.7425,-79.5851,516148.9406112222,POI3
5528056,2017-06-21 02:15:49.15,CA,ON,Toronto,43.6459,-79.3857,506294.8212258352,POI3
4965199,2017-06-21 02:31:55.93,CA,AB,Calgary,51.0823,-113.9578,276149.7132476903,POI1
5274502,2017-06-21 02:53:37.973,CA,NB,Macdougall Settlement,46.05405,-64.77851,151637.43755302578,POI4
4536242,2017-06-21 03:00:59.443,CA,ON,Newmarket,44.039,-79.4724,494877.26670088584,POI3
5595143,2017-06-21 03:21:08.02,CA,ON,Stratford,43.3668,-80.9497,633640.22059106,POI3
4946924,2017-06-21 03:31:08.65,CA,ON,Burlington,43.3317,-79.8066,552562.6026501064,POI3
5201653,2017-06-21 03:48:02.303,CA,SK,Regina,50.4314,-104.556,702809.1236722235,POI1
5239642,2017-06-21 03:51:01.75,CA,AB,Edmonton,53.60844,-113.45967,7143.042048978748,POI1
5297788,2017-06-21 03:55:03.97,CA,ON,Ottawa,45.4179,-75.6489,163008.24144769995,POI3
5351152,2017-06-21 03:59:01.363,CA,ON,Ottawa,45.3745,-75.7095,168192.8448016931,POI3
5384847,2017-06-21 04:01:23.24,CA,NL,Corner Brook,48.9516,-57.9553,576018.0944056325,POI4
4583632,2017-06-21 04:02:37.823,CA,AB,Calgary,51.09298,-114.14325,276724.91667477,POI1
5543268,2017-06-21 04:17:19.967,CA,ON,Kitchener,43.4381,-80.5099,598048.0400624521,POI3
5045359,2017-06-21 04:37:04.49,CA,ON,Thornhill,43.8395,-79.3831,496905.3254398056,POI3
5178105,2017-06-21 04:46:06.987,CA,QC,Varennes,45.6834,-73.4325,20795.2141069063,POI3
4785907,2017-06-21 05:17:38.677,CA,AB,Edmonton,53.5319,-113.561,5226.334024382939,POI1
4959805,2017-06-21 05:31:39.343,CA,ON,Toronto,43.6447,-79.3841,506238.7174827643,POI3
5398055,2017-06-21 06:02:34.087,CA,SK,Saskatoon,52.1225,-106.72488,481273.05975166743,POI1
4700279,2017-06-21 06:11:34.12,CA,AB,Edmonton,53.4593,-113.4145,10758.899360780084,POI1
5533877,2017-06-21 06:16:28.127,CA,ON,Etobicoke,43.59571,-79.54024,519934.1451228538,POI3
5211342,2017-06-21 07:48:37.373,CA,AB,Ponoka,52.66849,-113.56882,97860.19553731762,POI1
5319925,2017-06-21 07:56:07.54,CA,AB,Sherwood Park,53.556,-113.2952,12648.52369620719,POI1
4696093,2017-06-21 08:11:15.973,CA,AB,Spruce Grove,53.5533,-113.895,27079.511024393254,POI1
5523070,2017-06-21 08:15:30.56,CA,ON,Peterborough,44.3022,-78.3342,399584.5736433645,POI3
4758678,2017-06-21 08:15:50.75,CA,SK,Craik,51.04505,-105.83675,590079.8419527512,POI1
5539156,2017-06-21 08:17:01.66,CA,AB,Calgary,51.08205,-113.95841,276182.1919455905,POI1
5548943,2017-06-21 08:17:38.21,CA,ON,Toronto,43.7056,-79.4279,506439.7161451633,POI3
4761146,2017-06-21 09:16:00.383,CA,QC,Montréal,45.502,-73.562,2207.523080919192,POI3
4885110,2017-06-21 09:26:08.35,CA,AB,Edmonton,53.587,-113.441,5422.915800663031,POI1
5003275,2017-06-21 09:34:21.613,CA,AB,Calgary,51.16041,-114.057,268404.1824168991,POI1
5410955,2017-06-21 10:04:14.33,CA,ON,Toronto,43.7056,-79.4279,506439.7161451633,POI3
5341504,2017-06-21 10:58:12.063,CA,ON,Ottawa,45.3977,-75.7599,171848.6753251613,POI3
4546802,2017-06-21 11:01:29.46,CA,ON,Woodstock,43.12886,-80.75007,630766.4168708614,POI3
5404314,2017-06-21 11:03:25.007,CA,ON,Brampton,43.684,-79.7716,532503.500587261,POI3
4613083,2017-06-21 11:05:01.267,CA,QC,Ste.-Anne-De-Bellevue,45.3986,-73.8553,26414.4934184814,POI3
4914468,2017-06-21 11:28:51.95,CA,ON,Mississauga,43.5883,-79.6091,525275.3010399045,POI3
4632814,2017-06-21 12:06:19.773,CA,ON,Perrault Falls,50.35114,-93.13424,1435513.4499948665,POI1
5451377,2017-06-21 12:08:55.293,CA,AB,Calgary,50.9505,-113.947,290651.7600412637,POI1
5484860,2017-06-21 12:11:42.21,CA,BC,Terrace,54.5163,-128.6035,992375.8925918394,POI1
4812179,2017-06-21 12:20:08.68,CA,MB,Winnipeg,49.7838,-97.0973,1203255.0863520054,POI1
4605069,2017-06-21 13:04:27.17,CA,QC,Bonaventure,48.4096,-64.5008,367437.4409852642,POI4
4781104,2017-06-21 13:17:19.937,CA,AB,Calgary,50.9666,-114.0826,290019.19545960386,POI1
4832914,2017-06-21 13:21:43.55,CA,AB,Calgary,50.9714,-114.057,289250.1931734116,POI1
5021072,2017-06-21 13:35:06.65,CA,AB,Edmonton,53.60753,-113.48692,6831.348752047188,POI1
5191574,2017-06-21 13:47:09.417,CA,ON,Ottawa,45.45075,-75.65118,162920.50065805725,POI3
5411974,2017-06-21 14:04:17.873,CA,ON,Ottawa,45.3244,-75.6048,160794.00974094452,POI3
5100244,2017-06-21 14:41:08.273,CA,QC,Montréal,45.5327,-73.6472,6449.534571717454,POI3
5162708,2017-06-21 14:45:15.033,CA,AB,Edmonton,53.53235,-113.57952,6392.134488980688,POI1
5432387,2017-06-21 15:06:30.71,CA,ON,Kanata,45.3387,-75.9001,183468.61746527266,POI3
4867759,2017-06-21 15:24:40.343,CA,QC,Laval,45.561,-73.6809,9971.427038375698,POI3
5073436,2017-06-21 15:38:54.527,CA,AB,Calgary,50.8889,-113.991,297803.9511359192,POI1
5114200,2017-06-21 15:42:01.727,CA,AB,Edmonton,53.5515,-113.492,724.0100851018027,POI1
4674065,2017-06-21 16:09:17.63,CA,AB,Edmonton,53.587,-113.441,5422.915800663031,POI1
5504666,2017-06-21 16:13:31.56,CA,ON,Toronto,43.6557,-79.3646,504287.6503237824,POI3
5516467,2017-06-21 16:14:50.843,CA,BC,Vancouver,49.293,-123.048,814268.6646690597,POI1
5549425,2017-06-21 16:17:42.3,CA,AB,Calgary,51.053,-114.161,281315.7377226225,POI1
4950315,2017-06-21 16:31:09.413,CA,ON,Toronto,43.6414,-79.4151,508639.4476590361,POI3
5053075,2017-06-21 16:37:40.12,CA,SK,Saskatoon,52.13524,-106.75249,478994.04720071965,POI1
5188542,2017-06-21 16:47:00.77,CA,AB,Ponoka,52.6768,-113.5815,96988.81344615614,POI1
4882718,2017-06-21 17:25:59.89,CA,AB,Calgary,50.8476,-114.1958,304280.8793387087,POI1
5087420,2017-06-21 17:40:00.97,CA,AB,Calgary,51.169,-114.149,268436.2621711954,POI1
4531924,2017-06-21 18:00:43.63,CA,AB,Calgary,51.0494,-113.9564,279778.0097109953,POI1
4740728,2017-06-21 18:14:37.117,CA,QC,Saint-Laurent,45.5178,-73.6848,9274.03658489614,POI3
4775887,2017-06-21 18:17:04.05,CA,AB,Edmonton,53.4179,-113.5785,15544.825279894123,POI1
4850152,2017-06-21 18:23:13.133,CA,ON,Kitchener,43.4381,-80.5099,598048.0400624521,POI3
4986090,2017-06-21 18:33:24.56,CA,ON,Toronto,43.7264,-79.3978,503257.18858255335,POI3
5467677,2017-06-21 19:10:26.26,CA,AB,Calgary,51.0272,-114.0349,282890.3231895025,POI1
4694872,2017-06-21 19:11:05.52,CA,QC,Montréal,45.4689,-73.6055,6628.938618336302,POI3
4748303,2017-06-21 19:15:09.123,CA,YT,Pelly Crossing,62.8273,-136.53957,1686645.168545539,POI1
4843594,2017-06-21 19:22:45.14,CA,AB,Calgary,51.1512,-114.2385,271471.8142916506,POI1
4992462,2017-06-21 19:33:41.29,CA,BC,Vancouver,49.22791,-123.06731,819947.2522451032,POI1
5454833,2017-06-21 20:09:05.97,CA,AB,Calgary,51.0621,-114.1159,279829.1058615632,POI1
5570400,2017-06-21 20:19:09.187,CA,SK,Regina,50.4923,-104.614,695679.7873693816,POI1
5160327,2017-06-21 20:45:05.703,CA,SK,Regina,50.4548,-104.595,699072.1648221639,POI1
5200108,2017-06-21 20:47:57.26,CA,ON,Pickering,43.8509,-79.0717,473643.82916415366,POI3
5334761,2017-06-21 20:57:31.71,CA,SK,Saskatoon,52.1225,-106.72488,481273.05975166743,POI1
5347904,2017-06-21 20:58:46.317,CA,ON,Brampton,43.7796,-79.7681,527880.0138970648,POI3
5378186,2017-06-21 21:00:44.01,CA,ON,Toronto,43.7068,-79.3991,504291.90120119316,POI3
4678970,2017-06-21 21:09:40.1,CA,AB,Edmonton,53.58422,-113.4161,6256.080294210268,POI1
4735524,2017-06-21 21:14:13.513,CA,NS,Upper Tantallon,44.70286,-63.856,76066.73496111258,POI4
4842606,2017-06-21 21:22:36.287,CA,AB,Edmonton,53.4688,-113.508,8737.69697619064,POI1
4847667,2017-06-21 21:23:00.413,CA,AB,Calgary,51.10276,-113.9409,273754.51759151515,POI1
5193397,2017-06-21 21:47:20.153,CA,SK,Saskatoon,52.1225,-106.72488,481273.05975166743,POI1
5241047,2017-06-21 21:51:06.18,CA,ON,Sudbury,46.4917,-80.9928,584068.7191749332,POI3
5313255,2017-06-21 21:55:55.333,CA,AB,Calgary,51.0242,-114.1004,283844.30029806483,POI1
5545828,2017-06-21 22:17:36.377,CA,ON,Toronto,43.6459,-79.3857,506294.8212258352,POI3
5253412,2017-06-21 22:52:02.163,CA,AB,Edmonton,53.4567,-113.5801,11757.164088278912,POI1
5272704,2017-06-21 22:53:21.6,CA,AB,Calgary,51.01826,-114.10964,284591.90782067267,POI1
4576567,2017-06-21 00:02:06.693,CA,AB,Calgary,51.1414,-114.076,270687.8789269632,POI1
4668473,2017-06-21 00:08:51.623,CA,ON,Saint Catharines,43.1644,-79.2456,522604.1668428906,POI3
5539911,2017-06-21 00:17:03.91,CA,ON,North York,43.787,-79.4169,501793.0980248329,POI3
4935696,2017-06-21 00:30:35.507,CA,ON,Brampton,43.73444,-79.74534,528251.7708861664,POI3
4977996,2017-06-21 00:32:47.54,CA,AB,Calgary,50.93683,-114.01093,292665.6481268662,POI1
5111054,2017-06-21 00:41:48.2,CA,ON,Mississauga,43.5738,-79.7193,533962.1846481815,POI3
4609815,2017-06-21 01:04:54.69,CA,ON,Toronto,43.6385,-79.3723,505694.9822876701,POI3
4752618,2017-06-21 01:15:21.703,CA,ON,Mississauga,43.5924,-79.6953,531314.6408229776,POI3
5056053,2017-06-21 01:37:44.19,CA,AB,Calgary,51.091,-114.182,277380.37453432026,POI1
5147819,2017-06-21 01:44:09.53,CA,QC,Saint-Laurent,45.50381,-73.68475,9471.527117597392,POI3
4720281,2017-06-21 02:13:11.817,CA,AB,Edmonton,53.4829,-113.499,7097.382274928156,POI1
5538242,2017-06-21 02:16:52.203,CA,MB,Brandon,49.84148,-99.95386,1018668.10618278,POI1
5012101,2017-06-21 02:34:42.45,CA,AB,Beaumont,53.3545,-113.414,21859.80126781389,POI1
4819913,2017-06-21 03:20:41.533,CA,AB,Edmonton,53.5516,-113.532,3119.1832700345963,POI1
5333290,2017-06-21 03:57:19.807,CA,AB,Edmonton,53.50982,-113.44132,5000.858025449057,POI1
5353329,2017-06-21 03:59:06.467,CA,ON,Thunder Bay,48.3914,-89.262,1232184.606180105,POI3
4948303,2017-06-21 04:31:08.847,CA,ON,Ottawa,45.4455,-75.6894,165936.17720806808,POI3
4953376,2017-06-21 04:31:21.273,CA,MB,Winnipeg,49.8248,-97.1515,1197731.558944297,POI1
5092157,2017-06-21 04:40:25.02,CA,AB,Edmonton,53.45136,-113.42497,11294.853068311111,POI1
5118919,2017-06-21 04:42:11.857,CA,QC,Dorval,45.4447,-73.7054,13844.447110033174,POI3
5437450,2017-06-21 05:07:01.047,CA,ON,Nepean,45.3596,-75.7436,171032.52072176206,POI3
5494399,2017-06-21 05:12:46.01,CA,ON,Thornhill,43.8137,-79.4538,503261.60100848373,POI3
4970207,2017-06-21 05:32:20.263,CA,ON,Toronto,43.7537,-79.2659,492373.2997615107,POI3
5043390,2017-06-21 05:37:00.513,CA,BC,New Westminster,49.2125,-122.921,812864.248573961,POI1
4679142,2017-06-21 06:09:43.453,CA,AB,Calgary,50.90911,-114.04693,296036.77135488787,POI1
4730380,2017-06-21 06:13:52.723,CA,AB,Calgary,51.0378,-114.08,282143.717259044,POI1
5046191,2017-06-21 06:37:11.57,CA,AB,Edmonton,53.49913,-113.50035,5324.731054034542,POI1
5155618,2017-06-21 06:44:35.717,CA,ON,Brantford,43.1508,-80.2094,590880.1907361522,POI3
5072166,2017-06-21 07:38:47.05,CA,ON,Brampton,43.69541,-79.81975,535498.2600340021,POI3
5363636,2017-06-21 07:59:41.047,CA,AB,Edmonton,53.5129,-113.623,9808.729333229438,POI1
5513858,2017-06-21 08:14:34.66,CA,QC,Trois-Rivières,46.3269,-72.5643,118541.56162115157,POI3
4993875,2017-06-21 08:33:49.363,CA,ON,Toronto,43.7068,-79.3991,504291.90120119316,POI3
5230944,2017-06-21 08:50:27.893,CA,QC,Brossard,45.4571,-73.4922,9208.240325787161,POI3
5440635,2017-06-21 09:07:12.46,CA,NB,Lakeville-Westmorland,46.18388,-64.68898,155605.17134371225,POI4
5561769,2017-06-21 09:18:34.683,CA,AB,Beaumont,53.3545,-113.414,21859.80126781389,POI1
4802366,2017-06-21 09:19:00.88,CA,AB,Calgary,51.1546,-114.068,269153.4324425287,POI1
5248944,2017-06-21 09:51:36.23,CA,ON,Dundas,43.2638,-79.9524,566549.0628766493,POI3
4689911,2017-06-21 10:10:37.56,CA,ON,Mississauga,43.5869,-79.7559,535977.4175486855,POI3
4732298,2017-06-21 10:14:01.477,CA,AB,Calgary,51.0823,-113.9578,276149.7132476903,POI1
4800744,2017-06-21 10:18:52.687,CA,AB,Edmonton,53.44074,-113.58914,13587.948169270321,POI1
4586070,2017-06-21 11:02:52.92,CA,AB,Calgary,51.0823,-113.9578,276149.7132476903,POI1
4708282,2017-06-21 11:12:16.907,CA,NS,New Waterford,46.2492,-60.0881,269598.7118804428,POI4
5503313,2017-06-21 11:13:24.993,CA,QC,Montréal,45.54209,-73.54675,2728.9128752820357,POI3
5153001,2017-06-21 11:44:23.427,CA,ON,Toronto,43.7537,-79.2659,492373.2997615107,POI3
5204067,2017-06-21 11:48:12.183,CA,ON,Scarborough,43.7658,-79.185,485925.5189232673,POI3
5538742,2017-06-21 12:16:56.147,CA,ON,Toronto,43.6557,-79.3646,504287.6503237824,POI3
4791724,2017-06-21 12:18:03.163,CA,NB,Fredericton,45.94696,-66.67805,280162.7975783879,POI4
4897944,2017-06-21 12:27:18.053,CA,ON,Scarborough,43.7667,-79.2386,489769.1484183188,POI3
4968011,2017-06-21 12:32:12.21,CA,ON,Markham,43.90991,-79.25684,484464.72091694846,POI3
5078987,2017-06-21 12:39:17.623,CA,AB,Calgary,51.049,-113.9622,279867.70679723314,POI1
5449349,2017-06-21 13:08:31.527,CA,SK,Saskatoon,52.0991,-106.6494,487032.9061264708,POI1
5363171,2017-06-21 13:59:39.297,CA,AB,Edmonton,53.5895,-113.4467,5470.665053632645,POI1
4631552,2017-06-21 14:06:17.74,CA,ON,Barrie,44.4015,-79.6782,497186.6142866087,POI3
4938682,2017-06-21 14:30:38.28,CA,ON,Brampton,43.6971,-79.7944,533563.7229037512,POI3
5195721,2017-06-21 14:47:34.293,CA,QC,St-Gabriel-De-Kamouraska,47.7987,-69.2465,416022.49636879,POI3
4599052,2017-06-21 15:04:01.84,CA,ON,Newmarket,44.039,-79.4724,494877.26670088584,POI3
4759167,2017-06-21 15:15:50.413,CA,QC,Laval,45.5209,-73.7762,16392.957711738192,POI3
4791702,2017-06-21 15:18:02.413,CA,QC,Saint-Laurent,45.50372,-73.68478,9475.925455055003,POI3
4817886,2017-06-21 15:20:31.38,CA,ON,London,43.00633,-81.16663,667117.4796345596,POI3
5040712,2017-06-21 15:36:46.14,CA,AB,Calgary,50.9106,-114.078,296153.35217417846,POI1
4530503,2017-06-21 16:00:36.58,CA,AB,Calgary,50.8837,-114.0326,298719.79199878,POI1
4774489,2017-06-21 16:16:54.073,CA,ON,Brantford,43.1772,-80.248,592223.1076424343,POI3
5053021,2017-06-21 16:37:39.92,CA,AB,Edmonton,53.4154,-113.4178,15236.687155616562,POI1
5150874,2017-06-21 16:44:19.403,CA,ON,Oakville,43.4934,-79.7126,537475.6069960082,POI3
5421844,2017-06-21 17:04:59.62,CA,NL,St. John's,47.5144,-52.6566,850606.5386601947,POI4
4807486,2017-06-21 17:19:33.937,CA,SK,Saskatoon,52.13747,-106.69531,482531.73919226555,POI1
5096204,2017-06-21 17:40:43.117,CA,AB,Calgary,51.0524,-114.038,280136.7560475858,POI1
5128477,2017-06-21 17:42:58.357,CA,ON,Etobicoke,43.7458,-79.58638,516089.40616354445,POI3
5208127,2017-06-21 17:48:27.6,CA,ON,Toronto,43.7537,-79.2659,492373.2997615107,POI3
4553611,2017-06-21 18:01:36.783,CA,ON,Scarborough,43.7876,-79.1541,482637.26261081424,POI3
